	protein_ac	gene_name	protein_name
2546	P42224	STAT1	STAT1_HUMAN
2547	P51617	IRAK1	IRAK1_HUMAN
2548	P61769	B2M	B2MG_HUMAN
2549	Q8MGT5	HLA-A	Q8MGT5_HUMAN
2550	Q96D09	GPRASP2	GASP2_HUMAN
2551	P78563	ADARB1	RED1_HUMAN
2552	Q99848	EBNA1BP2	EBP2_HUMAN
2553	A0JP26	POTEB3	POTB3_HUMAN
2554	Q9UNH7	SNX6	SNX6_HUMAN
2555	P53367	ARFIP1	ARFP1_HUMAN
2556	Q16555	DPYSL2	DPYL2_HUMAN
2557	Q13439	GOLGA4	GOGA4_HUMAN
2558	Q8N806	UBR7	UBR7_HUMAN
2559	Q8NEY1	NAV1	NAV1_HUMAN
2560	Q96ST8	CEP89	CEP89_HUMAN
2561	P61353	RPL27	RL27_HUMAN
2562	Q96S66	CLCC1	CLCC1_HUMAN
2563	O00410	IPO5	IPO5_HUMAN
2564	O43739	CYTH3	CYH3_HUMAN
2565	Q5C9Z4	NOM1	NOM1_HUMAN
2566	Q68DK2	ZFYVE26	ZFY26_HUMAN
2567	P42229	STAT5A	STA5A_HUMAN
2568	Q13133	NR1H3	NR1H3_HUMAN
2569	P27449	ATP6V0C	VATL_HUMAN
2570	Q969P6	TOP1MT	TOP1M_HUMAN
2571	Q09028	RBBP4	RBBP4_HUMAN
2572	P29016	CD1B	CD1B_HUMAN
2573	Q8IXK2	GALNT12	GLT12_HUMAN
2574	O95163	ELP1	ELP1_HUMAN
2575	P02671	FGA	FIBA_HUMAN
2576	P05783	KRT18	K1C18_HUMAN
2577	Q16401	PSMD5	PSMD5_HUMAN
2578	Q9NQG5	RPRD1B	RPR1B_HUMAN
2579	Q14683	SMC1A	SMC1A_HUMAN
2580	P61758	VBP1	PFD3_HUMAN
2581	Q8NBT0	POC1A	POC1A_HUMAN
2582	Q13671	RIN1	RIN1_HUMAN
2583	P26367	PAX6	PAX6_HUMAN
2584	P41225	SOX3	SOX3_HUMAN
2585	Q9ULJ6	ZMIZ1	ZMIZ1_HUMAN
2586	Q86W54	SPATA24	SPA24_HUMAN
2587	Q9UJV3	MID2	TRIM1_HUMAN
2588	Q8N3V7	SYNPO	SYNPO_HUMAN
2589	P46087	NOP2	NOP2_HUMAN
2590	P21731	TBXA2R	TA2R_HUMAN
2591	P20309	CHRM3	ACM3_HUMAN
2592	Q9Y3E5	PTRH2	PTH2_HUMAN
2593	Q9NU19	TBC1D22B	TB22B_HUMAN
2594	P51970	NDUFA8	NDUA8_HUMAN
2595	Q9BSL1	UBAC1	UBAC1_HUMAN
2596	O95922	TTLL1	TTLL1_HUMAN
2597	Q68CL5	TPGS2	TPGS2_HUMAN
2598	P07195	LDHB	LDHB_HUMAN
2599	O60825	PFKFB2	F262_HUMAN
2600	Q9BY77	POLDIP3	PDIP3_HUMAN
2601	Q8WYQ5	DGCR8	DGCR8_HUMAN
2602	P78527	PRKDC	PRKDC_HUMAN
2603	Q96EP1	CHFR	CHFR_HUMAN
2604	Q9C026	TRIM9	TRIM9_HUMAN
2605	O75947	ATP5PD	ATP5H_HUMAN
2606	Q9UI09	NDUFA12	NDUAC_HUMAN
2607	Q9H7S9	ZNF703	ZN703_HUMAN
2608	Q9NNX6	CD209	CD209_HUMAN
2609	O95136	S1PR2	S1PR2_HUMAN
2610	P11117	ACP2	PPAL_HUMAN
2611	Q9Y6H6	KCNE3	KCNE3_HUMAN
2612	P43355	MAGEA1	MAGA1_HUMAN
2613	Q6UX04	CWC27	CWC27_HUMAN
2614	P19237	TNNI1	TNNI1_HUMAN
2615	Q9P0L9	PKD2L1	PK2L1_HUMAN
2616	O15018	PDZD2	PDZD2_HUMAN
2617	Q9UQB3	CTNND2	CTND2_HUMAN
2618	Q8WYB5	KAT6B	KAT6B_HUMAN
2619	Q504Y0	SLC39A12	S39AC_HUMAN
2620	P35244	RPA3	RFA3_HUMAN
2621	Q9BRT9	GINS4	SLD5_HUMAN
2622	Q9Y5Q8	GTF3C5	TF3C5_HUMAN
2623	O96028	NSD2	NSD2_HUMAN
2624	Q96FJ2	DYNLL2	DYL2_HUMAN
2625	Q9NRD0	FBXO8	FBX8_HUMAN
2626	P20585	MSH3	MSH3_HUMAN
2627	Q96PM5	RCHY1	ZN363_HUMAN
2628	Q8N0Y2	ZNF444	ZN444_HUMAN
2629	Q8NAF0	ZNF579	ZN579_HUMAN
2630	P49916	LIG3	DNLI3_HUMAN
2631	Q12860	CNTN1	CNTN1_HUMAN
2632	Q13503	MED21	MED21_HUMAN
2633	Q01201	RELB	RELB_HUMAN
2634	Q9UBB4	ATXN10	ATX10_HUMAN
2635	Q3V6T2	CCDC88A	GRDN_HUMAN
2636	P19022	CDH2	CADH2_HUMAN
2637	Q9UMR5	PPT2	PPT2_HUMAN
2638	Q9NP66	HMG20A	HM20A_HUMAN
2639	O00255	MEN1	MEN1_HUMAN
2640	P31268	HOXA7	HXA7_HUMAN
2641	O95201	ZNF205	ZN205_HUMAN
2642	Q92544	TM9SF4	TM9S4_HUMAN
2643	O15230	LAMA5	LAMA5_HUMAN
2644	Q86YD3	TMEM25	TMM25_HUMAN
2645	O94973	AP2A2	AP2A2_HUMAN
2646	P42566	EPS15	EPS15_HUMAN
2647	P29803	PDHA2	ODPAT_HUMAN
2648	Q9Y2H6	FNDC3A	FND3A_HUMAN
2649	Q9BZW7	TSGA10	TSG10_HUMAN
2650	P16949	STMN1	STMN1_HUMAN
2651	Q13627	DYRK1A	DYR1A_HUMAN
2652	Q9C073	FAM117A	F117A_HUMAN
2653	Q8WXF0	SRSF12	SRS12_HUMAN
2654	Q9P2M7	CGN	CING_HUMAN
2655	Q16539	MAPK14	MK14_HUMAN
2656	Q8WXE1	ATRIP	ATRIP_HUMAN
2657	P10827	THRA	THA_HUMAN
2658	P50613	CDK7	CDK7_HUMAN
2659	O43151	TET3	TET3_HUMAN
2660	Q15024	EXOSC7	EXOS7_HUMAN
2661	P29401	TKT	TKT_HUMAN
2662	Q9UBN6	TNFRSF10D	TR10D_HUMAN
2663	O43166	SIPA1L1	SI1L1_HUMAN
2664	P78352	DLG4	DLG4_HUMAN
2665	O14828	SCAMP3	SCAM3_HUMAN
2666	Q96PU5	NEDD4L	NED4L_HUMAN
2667	Q6AZZ1	TRIM68	TRI68_HUMAN
2668	Q92734	TFG	TFG_HUMAN
2669	Q13435	SF3B2	SF3B2_HUMAN
2670	Q9NSK0	KLC4	KLC4_HUMAN
2671	P11166	SLC2A1	GTR1_HUMAN
2672	P08621	SNRNP70	RU17_HUMAN
2673	Q8TF46	DIS3L	DI3L1_HUMAN
2674	P12273	PIP	PIP_HUMAN
2675	P06756	ITGAV	ITAV_HUMAN
2676	P41235	HNF4A	HNF4A_HUMAN
2677	Q8N2W9	PIAS4	PIAS4_HUMAN
2678	Q5GLZ8	HERC4	HERC4_HUMAN
2679	Q9NVS2	MRPS18A	RT18A_HUMAN
2680	P56748	CLDN8	CLD8_HUMAN
2681	Q9UH77	KLHL3	KLHL3_HUMAN
2682	Q13724	MOGS	MOGS_HUMAN
2683	Q86XR8	CEP57	CEP57_HUMAN
2684	P43304	GPD2	GPDM_HUMAN
2685	P04439	HLA-A	HLAA_HUMAN
2686	Q8NHL6	LILRB1	LIRB1_HUMAN
2687	P21673	SAT1	SAT1_HUMAN
2688	Q8IZ69	TRMT2A	TRM2A_HUMAN
2689	P14854	COX6B1	CX6B1_HUMAN
2690	Q5TEC6	H3-2	Q5TEC6_HUMAN
2691	P42262	GRIA2	GRIA2_HUMAN
2692	Q96HA1	POM121	P121A_HUMAN
2693	P07199	CENPB	CENPB_HUMAN
2694	Q9UK11	ZNF223	ZN223_HUMAN
2695	Q96GS4	BORCS6	BORC6_HUMAN
2696	Q9Y672	ALG6	ALG6_HUMAN
2697	Q96NL6	SCLT1	SCLT1_HUMAN
2698	O95182	NDUFA7	NDUA7_HUMAN
2699	Q9ULW0	TPX2	TPX2_HUMAN
2700	Q14315	FLNC	FLNC_HUMAN
2701	P09228	CST2	CYTT_HUMAN
2702	P52736	ZNF133	ZN133_HUMAN
2703	P55327	TPD52	TPD52_HUMAN
2704	Q13596	SNX1	SNX1_HUMAN
2705	Q99618	CDCA3	CDCA3_HUMAN
2706	O15258	RER1	RER1_HUMAN
2707	Q96EN8	MOCOS	MOCOS_HUMAN
2708	P49458	SRP9	SRP09_HUMAN
2709	Q99536	VAT1	VAT1_HUMAN
2710	Q8TAE8	GADD45GIP1	G45IP_HUMAN
2711	Q8IZF4	ADGRG5	AGRG5_HUMAN
2712	Q8TEQ8	PIGO	PIGO_HUMAN
2713	Q08170	SRSF4	SRSF4_HUMAN
2714	Q9UK58	CCNL1	CCNL1_HUMAN
2715	P08034	GJB1	CXB1_HUMAN
2716	P29033	GJB2	CXB2_HUMAN
2717	Q13162	PRDX4	PRDX4_HUMAN
2718	Q02383	SEMG2	SEMG2_HUMAN
2719	Q9Y226	SLC22A13	S22AD_HUMAN
2720	Q13516	OLIG2	OLIG2_HUMAN
2721	P47902	CDX1	CDX1_HUMAN
2722	Q9H6E5	TUT1	STPAP_HUMAN
2723	Q9NY93	DDX56	DDX56_HUMAN
2724	P10809	HSPD1	CH60_HUMAN
2725	Q92974	ARHGEF2	ARHG2_HUMAN
2726	P01112	HRAS	RASH_HUMAN
2727	Q9NZL6	RGL1	RGL1_HUMAN
2728	P09012	SNRPA	SNRPA_HUMAN
2729	O43711	TLX3	TLX3_HUMAN
2730	P12081	HARS	SYHC_HUMAN
2731	O15294	OGT	OGT1_HUMAN
2732	Q9BR11	ZSWIM1	ZSWM1_HUMAN
2733	Q9UHV7	MED13	MED13_HUMAN
2734	P35326	SPRR2A	SPR2A_HUMAN
2735	P14868	DARS	SYDC_HUMAN
2736	Q14558	PRPSAP1	KPRA_HUMAN
2737	Q13352	ITGB3BP	CENPR_HUMAN
2738	Q6IPU0	CENPP	CENPP_HUMAN
2739	O75419	CDC45	CDC45_HUMAN
2740	Q01780	EXOSC10	EXOSX_HUMAN
2741	Q14872	MTF1	MTF1_HUMAN
2742	P08476	INHBA	INHBA_HUMAN
2743	Q05586	GRIN1	NMDZ1_HUMAN
2744	Q96PK6	RBM14	RBM14_HUMAN
2745	O00483	NDUFA4	NDUA4_HUMAN
2746	P56134	ATP5MF	ATPK_HUMAN
2747	O60673	REV3L	REV3L_HUMAN
2748	P61106	RAB14	RAB14_HUMAN
2749	O60637	TSPAN3	TSN3_HUMAN
2750	Q8N307	MUC20	MUC20_HUMAN
2751	Q9H4B7	TUBB1	TBB1_HUMAN
2752	Q6BDS2	UHRF1BP1	URFB1_HUMAN
2753	P04183	TK1	KITH_HUMAN
2754	P86478	PRR20E	PR20E_HUMAN
2755	Q8IUQ4	SIAH1	SIAH1_HUMAN
2756	Q92581	SLC9A6	SL9A6_HUMAN
2757	Q9BUF5	TUBB6	TBB6_HUMAN
2758	Q9HCU9	BRMS1	BRMS1_HUMAN
2759	Q14692	BMS1	BMS1_HUMAN
2760	Q9BSG1	ZNF2	ZNF2_HUMAN
2761	Q9UQ35	SRRM2	SRRM2_HUMAN
2762	Q13442	PDAP1	HAP28_HUMAN
2763	Q9NPJ6	MED4	MED4_HUMAN
2764	Q9HBM0	VEZT	VEZA_HUMAN
2765	Q8WWZ7	ABCA5	ABCA5_HUMAN
2766	P15153	RAC2	RAC2_HUMAN
2767	P01859	IGHG2	IGHG2_HUMAN
2768	Q96L92	SNX27	SNX27_HUMAN
2769	Q99759	MAP3K3	M3K3_HUMAN
2770	Q96AV8	E2F7	E2F7_HUMAN
2771	P04083	ANXA1	ANXA1_HUMAN
2772	P29350	PTPN6	PTN6_HUMAN
2773	O00763	ACACB	ACACB_HUMAN
2774	Q6W2J9	BCOR	BCOR_HUMAN
2775	P35749	MYH11	MYH11_HUMAN
2776	Q9Y3B4	SF3B6	SF3B6_HUMAN
2777	P48745	CCN3	CCN3_HUMAN
2778	Q9H977	WDR54	WDR54_HUMAN
2779	Q9Y5T5	USP16	UBP16_HUMAN
2780	P19174	PLCG1	PLCG1_HUMAN
2781	Q96T58	SPEN	MINT_HUMAN
2782	P31269	HOXA9	HXA9_HUMAN
2783	Q9ULJ8	PPP1R9A	NEB1_HUMAN
2784	Q9UM54	MYO6	MYO6_HUMAN
2785	Q13823	GNL2	NOG2_HUMAN
2786	Q9NQ55	PPAN	SSF1_HUMAN
2787	P29590	PML	PML_HUMAN
2788	P30281	CCND3	CCND3_HUMAN
2789	Q9NQX5	NPDC1	NPDC1_HUMAN
2790	Q02224	CENPE	CENPE_HUMAN
2791	Q96BD8	SKA1	SKA1_HUMAN
2792	Q9P2T0	THEG	THEG_HUMAN
2793	P61011	SRP54	SRP54_HUMAN
2794	P22102	GART	PUR2_HUMAN
2795	Q6P1N9	TATDN1	TATD1_HUMAN
2796	O15162	PLSCR1	PLS1_HUMAN
2797	Q16630	CPSF6	CPSF6_HUMAN
2798	P35558	PCK1	PCKGC_HUMAN
2799	Q13200	PSMD2	PSMD2_HUMAN
2800	O95858	TSPAN15	TSN15_HUMAN
2801	P06028	GYPB	GLPB_HUMAN
2802	O43175	PHGDH	SERA_HUMAN
2803	Q9H4L4	SENP3	SENP3_HUMAN
2804	P62851	RPS25	RS25_HUMAN
2805	Q6TDP4	KLHL17	KLH17_HUMAN
2806	P24752	ACAT1	THIL_HUMAN
2807	Q14CZ7	FASTKD3	FAKD3_HUMAN
2808	O15525	MAFG	MAFG_HUMAN
2809	P35452	HOXD12	HXD12_HUMAN
2810	O15355	PPM1G	PPM1G_HUMAN
2811	Q96MN5	TCEANC2	TEAN2_HUMAN
2812	P48594	SERPINB4	SPB4_HUMAN
2813	Q14330	GPR18	GPR18_HUMAN
2814	P41231	P2RY2	P2RY2_HUMAN
2815	Q14525	KRT33B	KT33B_HUMAN
2816	O95297	MPZL1	MPZL1_HUMAN
2817	Q8WXQ8	CPA5	CBPA5_HUMAN
2818	P15923	TCF3	TFE2_HUMAN
2819	P07711	CTSL	CATL1_HUMAN
2820	P62701	RPS4X	RS4X_HUMAN
2821	Q2NL82	TSR1	TSR1_HUMAN
2822	Q8WV35	LRRC29	LRC29_HUMAN
2823	Q9C0C7	AMBRA1	AMRA1_HUMAN
2824	Q9Y2P8	RCL1	RCL1_HUMAN
2825	Q14135	VGLL4	VGLL4_HUMAN
2826	Q15561	TEAD4	TEAD4_HUMAN
2827	Q9ULT8	HECTD1	HECD1_HUMAN
2828	Q05519	SRSF11	SRS11_HUMAN
2829	Q9H992	MARCH7	MARH7_HUMAN
2830	Q8WXA8	HTR3C	5HT3C_HUMAN
2831	Q9NV64	TMEM39A	TM39A_HUMAN
2832	O15020	SPTBN2	SPTN2_HUMAN
2833	Q5JR59	MTUS2	MTUS2_HUMAN
2834	Q7Z7H3	CATIP	CATIP_HUMAN
2835	O60934	NBN	NBN_HUMAN
2836	O75616	ERAL1	ERAL1_HUMAN
2837	Q6PK04	CCDC137	CC137_HUMAN
2838	O60307	MAST3	MAST3_HUMAN
2839	Q9BZF3	OSBPL6	OSBL6_HUMAN
2840	O43439	CBFA2T2	MTG8R_HUMAN
2841	Q96HA8	WDYHV1	NTAQ1_HUMAN
2842	P05771	PRKCB	KPCB_HUMAN
2843	O00566	MPHOSPH10	MPP10_HUMAN
2844	Q7Z2W4	ZC3HAV1	ZCCHV_HUMAN
2845	Q13151	HNRNPA0	ROA0_HUMAN
2846	Q6ZMQ8	AATK	LMTK1_HUMAN
2847	Q96LS8	C2orf48	CB048_HUMAN
2848	Q9Y5H2	PCDHGA11	PCDGB_HUMAN
2849	O75815	BCAR3	BCAR3_HUMAN
2850	O75394	MRPL33	RM33_HUMAN
2851	Q9HD33	MRPL47	RM47_HUMAN
2852	Q7KYR7	BTN2A1	BT2A1_HUMAN
2853	Q969R8	ITFG2	ITFG2_HUMAN
2854	P14635	CCNB1	CCNB1_HUMAN
2855	Q96LC9	BMF	BMF_HUMAN
2856	Q9UDX3	SEC14L4	S14L4_HUMAN
2857	P55263	ADK	ADK_HUMAN
2858	Q16777	HIST2H2AC	H2A2C_HUMAN
2859	Q92796	DLG3	DLG3_HUMAN
2860	Q96RT1	ERBIN	ERBIN_HUMAN
2861	Q5T280	SPOUT1	CI114_HUMAN
2862	Q96NX5	CAMK1G	KCC1G_HUMAN
2863	Q12800	TFCP2	TFCP2_HUMAN
2864	Q4KMQ2	ANO6	ANO6_HUMAN
2865	O60568	PLOD3	PLOD3_HUMAN
2866	O15146	MUSK	MUSK_HUMAN
2867	O14579	COPE	COPE_HUMAN
2868	P09972	ALDOC	ALDOC_HUMAN
2869	Q68EM7	ARHGAP17	RHG17_HUMAN
2870	O15194	CTDSPL	CTDSL_HUMAN
2871	Q86VU5	COMTD1	CMTD1_HUMAN
2872	Q9UHI6	DDX20	DDX20_HUMAN
2873	Q3SXM5	HSDL1	HSDL1_HUMAN
2874	P36873	PPP1CC	PP1G_HUMAN
2875	Q96EK5	KIFBP	KBP_HUMAN
2876	Q9UI10	EIF2B4	EI2BD_HUMAN
2877	Q9Y6E2	BZW2	BZW2_HUMAN
2878	Q9Y5L0	TNPO3	TNPO3_HUMAN
2879	Q07666	KHDRBS1	KHDR1_HUMAN
2880	Q9H4F8	SMOC1	SMOC1_HUMAN
2881	P25788	PSMA3	PSA3_HUMAN
2882	P35998	PSMC2	PRS7_HUMAN
2883	Q6ZSB9	ZBTB49	ZBT49_HUMAN
2884	Q8TF42	UBASH3B	UBS3B_HUMAN
2885	Q13561	DCTN2	DCTN2_HUMAN
2886	O14556	GAPDHS	G3PT_HUMAN
2887	O94906	PRPF6	PRP6_HUMAN
2888	Q9Y5K5	UCHL5	UCHL5_HUMAN
2889	Q01826	SATB1	SATB1_HUMAN
2890	Q12873	CHD3	CHD3_HUMAN
2891	P27708	CAD	PYR1_HUMAN
2892	Q6PJG9	LRFN4	LRFN4_HUMAN
2893	Q7Z6J6	FRMD5	FRMD5_HUMAN
2894	P61081	UBE2M	UBC12_HUMAN
2895	Q9UBE0	SAE1	SAE1_HUMAN
2896	O95373	IPO7	IPO7_HUMAN
2897	Q15046	KARS1	SYK_HUMAN
2898	Q5T7M9	DIPK1A	DIK1A_HUMAN
2899	P08183	ABCB1	MDR1_HUMAN
2900	P28062	PSMB8	PSB8_HUMAN
2901	Q14738	PPP2R5D	2A5D_HUMAN
2902	O60303	KIAA0556	K0556_HUMAN
2903	Q9Y244	POMP	POMP_HUMAN
2904	P08922	ROS1	ROS1_HUMAN
2905	Q96S86	HAPLN3	HPLN3_HUMAN
2906	Q96DC7	TMCO6	TMCO6_HUMAN
2907	Q9UNW1	MINPP1	MINP1_HUMAN
2908	Q9H2S1	KCNN2	KCNN2_HUMAN
2909	Q10587	TEF	TEF_HUMAN
2910	Q16534	HLF	HLF_HUMAN
2911	Q9H6D7	HAUS4	HAUS4_HUMAN
2912	Q96GF1	RNF185	RN185_HUMAN
2913	Q15006	EMC2	EMC2_HUMAN
2914	Q86UP2	KTN1	KTN1_HUMAN
2915	P46199	MTIF2	IF2M_HUMAN
2916	Q8IY92	SLX4	SLX4_HUMAN
2917	Q9UHW5	GPN3	GPN3_HUMAN
2918	P11310	ACADM	ACADM_HUMAN
2919	P02768	ALB	ALBU_HUMAN
2920	Q13129	RLF	RLF_HUMAN
2921	P61313	RPL15	RL15_HUMAN
2922	O95835	LATS1	LATS1_HUMAN
2923	O14827	RASGRF2	RGRF2_HUMAN
2924	Q8WYC9	DMD	Q8WYC9_HUMAN
2925	Q01082	SPTBN1	SPTB2_HUMAN
2926	Q9NQ66	PLCB1	PLCB1_HUMAN
2927	P42357	HAL	HUTH_HUMAN
2928	P49765	VEGFB	VEGFB_HUMAN
2929	Q12849	GRSF1	GRSF1_HUMAN
2930	Q68CP9	ARID2	ARID2_HUMAN
2931	P24534	EEF1B2	EF1B_HUMAN
2932	O14770	MEIS2	MEIS2_HUMAN
2933	Q99497	PARK7	PARK7_HUMAN
2934	Q9NWV8	BABAM1	BABA1_HUMAN
2935	Q92733	PRCC	PRCC_HUMAN
2936	P21817	RYR1	RYR1_HUMAN
2937	Q9UQC2	GAB2	GAB2_HUMAN
2938	Q8NDL9	AGBL5	CBPC5_HUMAN
2939	Q5VIR6	VPS53	VPS53_HUMAN
2940	P49407	ARRB1	ARRB1_HUMAN
2941	Q9NZR2	LRP1B	LRP1B_HUMAN
2942	Q96RL1	UIMC1	UIMC1_HUMAN
2943	Q9BRU9	UTP23	UTP23_HUMAN
2944	O95402	MED26	MED26_HUMAN
2945	O43542	XRCC3	XRCC3_HUMAN
2946	Q53GS7	GLE1	GLE1_HUMAN
2947	Q92794	KAT6A	KAT6A_HUMAN
2948	Q9NZV8	KCND2	KCND2_HUMAN
2949	O75956	CDK2AP2	CDKA2_HUMAN
2950	Q9HCH3	CPNE5	CPNE5_HUMAN
2951	P14314	PRKCSH	GLU2B_HUMAN
2952	P11279	LAMP1	LAMP1_HUMAN
2953	Q99873	PRMT1	ANM1_HUMAN
2954	O15523	DDX3Y	DDX3Y_HUMAN
2955	P15090	FABP4	FABP4_HUMAN
2956	P24666	ACP1	PPAC_HUMAN
2957	O60308	CEP104	CE104_HUMAN
2958	Q7Z5L9	IRF2BP2	I2BP2_HUMAN
2959	O14896	IRF6	IRF6_HUMAN
2960	Q02556	IRF8	IRF8_HUMAN
2961	P27635	RPL10	RL10_HUMAN
2962	P01857	IGHG1	IGHG1_HUMAN
2963	P0CG04	IGLC1	IGLC1_HUMAN
2964	Q9NX14	NDUFB11	NDUBB_HUMAN
2965	O00139	KIF2A	KIF2A_HUMAN
2966	P56181	NDUFV3	NDUV3_HUMAN
2967	Q02218	OGDH	ODO1_HUMAN
2968	P10909	CLU	CLUS_HUMAN
2969	Q5GAN3	RNASE13	RNS13_HUMAN
2970	O60503	ADCY9	ADCY9_HUMAN
2971	O43566	RGS14	RGS14_HUMAN
2972	P09471	GNAO1	GNAO_HUMAN
2973	P58107	EPPK1	EPIPL_HUMAN
2974	Q8WYC6	DMD	Q8WYC6_HUMAN
2975	Q8WYC7	DMD	Q8WYC7_HUMAN
2976	P00390	GSR	GSHR_HUMAN
2977	P60022	DEFB1	DEFB1_HUMAN
2978	Q8WUF8	FAM172A	F172A_HUMAN
2979	Q9C099	LRRCC1	LRCC1_HUMAN
2980	Q9H2A2	ALDH8A1	AL8A1_HUMAN
2981	Q9NY33	DPP3	DPP3_HUMAN
2982	Q14847	LASP1	LASP1_HUMAN
2983	O00206	TLR4	TLR4_HUMAN
2984	Q8IWL2	SFTPA1	SFTA1_HUMAN
2985	Q04206	RELA	TF65_HUMAN
2986	Q8N6T7	SIRT6	SIR6_HUMAN
2987	Q8WXK4	ASB12	ASB12_HUMAN
2988	Q5T9A4	ATAD3B	ATD3B_HUMAN
2989	Q9BRS8	LARP6	LARP6_HUMAN
2990	Q9NZM3	ITSN2	ITSN2_HUMAN
2991	P22695	UQCRC2	QCR2_HUMAN
2992	Q9NRW1	RAB6B	RAB6B_HUMAN
2993	Q53GG5	PDLIM3	PDLI3_HUMAN
2994	Q86UW7	CADPS2	CAPS2_HUMAN
2995	Q9Y2X8	UBE2D4	UB2D4_HUMAN
2996	Q96ED9	HOOK2	HOOK2_HUMAN
2997	Q96IX9	ANKRD36BP1	A26L1_HUMAN
2998	Q8WWW0	RASSF5	RASF5_HUMAN
2999	O43304	SEC14L5	S14L5_HUMAN
3000	P01225	FSHB	FSHB_HUMAN
3001	P0DN86	CGB3	CGB3_HUMAN
3002	Q9UKD2	MRTO4	MRT4_HUMAN
3003	Q9UJQ4	SALL4	SALL4_HUMAN
3004	P62888	RPL30	RL30_HUMAN
3005	Q13509	TUBB3	TBB3_HUMAN
3006	Q9Y468	L3MBTL1	LMBL1_HUMAN
3007	Q9NRL3	STRN4	STRN4_HUMAN
3008	Q13188	STK3	STK3_HUMAN
3009	Q9BXW4	MAP1LC3C	MLP3C_HUMAN
3010	P11277	SPTB	SPTB1_HUMAN
3011	Q08495	DMTN	DEMA_HUMAN
3012	Q16665	HIF1A	HIF1A_HUMAN
3013	Q02297	NRG1	NRG1_HUMAN
3014	Q8N5K1	CISD2	CISD2_HUMAN
3015	Q92624	APPBP2	APBP2_HUMAN
3016	Q9NQ50	MRPL40	RM40_HUMAN
3017	Q9NZE8	MRPL35	RM35_HUMAN
3018	P17676	CEBPB	CEBPB_HUMAN
3019	Q9NR55	BATF3	BATF3_HUMAN
3020	Q86VM9	ZC3H18	ZCH18_HUMAN
3021	Q8NCB2	CAMKV	CAMKV_HUMAN
3022	Q9UKP3	ITGB1BP2	ITBP2_HUMAN
3023	P62081	RPS7	RS7_HUMAN
3024	Q96EX1	SMIM12	SIM12_HUMAN
3025	Q86UN2	RTN4RL1	R4RL1_HUMAN
3026	P10632	CYP2C8	CP2C8_HUMAN
3027	P61978	HNRNPK	HNRPK_HUMAN
3028	Q05823	RNASEL	RN5A_HUMAN
3029	Q9NWT6	HIF1AN	HIF1N_HUMAN
3030	Q71F56	MED13L	MD13L_HUMAN
3031	P09067	HOXB5	HXB5_HUMAN
3032	Q8NCN4	RNF169	RN169_HUMAN
3033	Q9BW19	KIFC1	KIFC1_HUMAN
3034	Q13033	STRN3	STRN3_HUMAN
3035	Q9Y230	RUVBL2	RUVB2_HUMAN
3036	Q9UPQ3	AGAP1	AGAP1_HUMAN
3037	O75330	HMMR	HMMR_HUMAN
3038	Q9Y6B2	EID1	EID1_HUMAN
3039	P08237	PFKM	PFKAM_HUMAN
3040	P62508	ESRRG	ERR3_HUMAN
3041	Q05D60	DEUP1	DEUP1_HUMAN
3042	Q5VZV1	METTL21C	MT21C_HUMAN
3043	O95644	NFATC1	NFAC1_HUMAN
3044	Q9UL63	MKLN1	MKLN1_HUMAN
3045	Q99440	LINC01587	CD006_HUMAN
3046	Q9P0V9	SEPTIN10	SEP10_HUMAN
3047	Q8TBF4	ZCRB1	ZCRB1_HUMAN
3048	O43709	BUD23	BUD23_HUMAN
3049	O00624	SLC17A2	NPT3_HUMAN
3050	P0DMS8	ADORA3	AA3R_HUMAN
3051	P32745	SSTR3	SSR3_HUMAN
3052	P12755	SKI	SKI_HUMAN
3053	P40939	HADHA	ECHA_HUMAN
3054	Q9HBU9	POPDC2	POPD2_HUMAN
3055	Q9HAZ1	CLK4	CLK4_HUMAN
3056	P49459	UBE2A	UBE2A_HUMAN
3057	Q9H0A0	NAT10	NAT10_HUMAN
3058	P30556	AGTR1	AGTR1_HUMAN
3059	Q03113	GNA12	GNA12_HUMAN
3060	Q5HYI7	MTX3	MTX3_HUMAN
3061	Q8N695	SLC5A8	SC5A8_HUMAN
3062	Q13123	IK	RED_HUMAN
3063	Q9H0D6	XRN2	XRN2_HUMAN
3064	O14745	SLC9A3R1	NHRF1_HUMAN
3065	P29992	GNA11	GNA11_HUMAN
3066	Q12788	TBL3	TBL3_HUMAN
3067	Q8TED0	UTP15	UTP15_HUMAN
3068	Q5QGZ9	CLEC12A	CL12A_HUMAN
3069	Q9H2X0	CHRD	CHRD_HUMAN
3070	Q04771	ACVR1	ACVR1_HUMAN
3071	Q86SG6	NEK8	NEK8_HUMAN
3072	Q8WWF5	ZNRF4	ZNRF4_HUMAN
3073	P0C7P0	CISD3	CISD3_HUMAN
3074	Q15392	DHCR24	DHC24_HUMAN
3075	P30626	SRI	SORCN_HUMAN
3076	Q9P0L0	VAPA	VAPA_HUMAN
3077	P02788	LTF	TRFL_HUMAN
3078	Q8TAX7	MUC7	MUC7_HUMAN
3079	P35354	PTGS2	PGH2_HUMAN
3080	Q9ULD0	OGDHL	OGDHL_HUMAN
3081	P23515	OMG	OMGP_HUMAN
3082	P01275	GCG	GLUC_HUMAN
3083	P07998	RNASE1	RNAS1_HUMAN
3084	Q9BVC5	C2orf49	ASHWN_HUMAN
